sample	fastq_1	fastq_2	strandedness	tpt
UF-3016-1101-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1101-0/UF-3016-1101-0_S47_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1101-0/UF-3016-1101-0_S47_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1102-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1102-0/UF-3016-1102-0_S18_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1102-0/UF-3016-1102-0_S18_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1103-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1103-0/UF-3016-1103-0_S83_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1103-0/UF-3016-1103-0_S83_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1104-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1104-0/UF-3016-1104-0_S31_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1104-0/UF-3016-1104-0_S31_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1105-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1105-0/UF-3016-1105-0_S28_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1105-0/UF-3016-1105-0_S28_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1106-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1106-0/UF-3016-1106-0_S11_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1106-0/UF-3016-1106-0_S11_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1107-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1107-0/UF-3016-1107-0_S6_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1107-0/UF-3016-1107-0_S6_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1108-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1108-0/UF-3016-1108-0_S27_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1108-0/UF-3016-1108-0_S27_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1109-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1109-0/UF-3016-1109-0_S36_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1109-0/UF-3016-1109-0_S36_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1110-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1110-0/UF-3016-1110-0_S29_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1110-0/UF-3016-1110-0_S29_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1111-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1111-0/UF-3016-1111-0_S16_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1111-0/UF-3016-1111-0_S16_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1112-0-2	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1112-0-2/UF-3016-1112-0-2_S24_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1112-0-2/UF-3016-1112-0-2_S24_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1113-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1113-0/UF-3016-1113-0_S60_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1113-0/UF-3016-1113-0_S60_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1114-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1114-0/UF-3016-1114-0_S26_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1114-0/UF-3016-1114-0_S26_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1115-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1115-0/UF-3016-1115-0_S17_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1115-0/UF-3016-1115-0_S17_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1116-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1116-0/UF-3016-1116-0_S88_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1116-0/UF-3016-1116-0_S88_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1117-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1117-0/UF-3016-1117-0_S25_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1117-0/UF-3016-1117-0_S25_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1118-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1118-0/UF-3016-1118-0_S28_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1118-0/UF-3016-1118-0_S28_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1119-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1119-0/UF-3016-1119-0_S61_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1119-0/UF-3016-1119-0_S61_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1120-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1120-0/UF-3016-1120-0_S10_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1120-0/UF-3016-1120-0_S10_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1121-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1121-0/UF-3016-1121-0_S35_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1121-0/UF-3016-1121-0_S35_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1122-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1122-0/UF-3016-1122-0_S69_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1122-0/UF-3016-1122-0_S69_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1123-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1123-0/UF-3016-1123-0_S73_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1123-0/UF-3016-1123-0_S73_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1124-0-2	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1124-0-2/UF-3016-1124-0-2_S72_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1124-0-2/UF-3016-1124-0-2_S72_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1125-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1125-0/UF-3016-1125-0_S6_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1125-0/UF-3016-1125-0_S6_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1126-0-2	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1126-0-2/UF-3016-1126-0-2_S63_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1126-0-2/UF-3016-1126-0-2_S63_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1127-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1127-0/UF-3016-1127-0_S27_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1127-0/UF-3016-1127-0_S27_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1128-0-2	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1128-0-2/UF-3016-1128-0-2_S17_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1128-0-2/UF-3016-1128-0-2_S17_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1129-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1129-0/UF-3016-1129-0_S19_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1129-0/UF-3016-1129-0_S19_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1130-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1130-0/UF-3016-1130-0_S5_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1130-0/UF-3016-1130-0_S5_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1131-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1131-0/UF-3016-1131-0_S96_L004_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1131-0/UF-3016-1131-0_S96_L004_R2_001.fastq.gz	reverse	Baseline
UF-3016-1132-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1132-0/UF-3016-1132-0_S84_L004_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1132-0/UF-3016-1132-0_S84_L004_R2_001.fastq.gz	reverse	Baseline
UF-3016-1133-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1133-0/UF-3016-1133-0_S21_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1133-0/UF-3016-1133-0_S21_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1134-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1134-0/UF-3016-1134-0_S7_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1134-0/UF-3016-1134-0_S7_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1135-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1135-0/UF-3016-1135-0_S22_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1135-0/UF-3016-1135-0_S22_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1136-0-2	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1136-0-2/UF-3016-1136-0-2_S37_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1136-0-2/UF-3016-1136-0-2_S37_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1137-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1137-0/UF-3016-1137-0_S13_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1137-0/UF-3016-1137-0_S13_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1138-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1138-0/UF-3016-1138-0_S18_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1138-0/UF-3016-1138-0_S18_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1139-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1139-0/UF-3016-1139-0_S60_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1139-0/UF-3016-1139-0_S60_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1140-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1140-0/UF-3016-1140-0_S61_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1140-0/UF-3016-1140-0_S61_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1141-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1141-0/UF-3016-1141-0_S26_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1141-0/UF-3016-1141-0_S26_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1142-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1142-0/UF-3016-1142-0_S4_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1142-0/UF-3016-1142-0_S4_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1143-0-2	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1143-0-2/UF-3016-1143-0-2_S40_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1143-0-2/UF-3016-1143-0-2_S40_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1144-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1144-0/UF-3016-1144-0_S82_L004_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1144-0/UF-3016-1144-0_S82_L004_R2_001.fastq.gz	reverse	Baseline
UF-3016-1145-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1145-0/UF-3016-1145-0_S72_L004_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1145-0/UF-3016-1145-0_S72_L004_R2_001.fastq.gz	reverse	Baseline
UF-3016-1146-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1146-0/UF-3016-1146-0_S13_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1146-0/UF-3016-1146-0_S13_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1147-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1147-0/UF-3016-1147-0_S7_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1147-0/UF-3016-1147-0_S7_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1148-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1148-0/UF-3016-1148-0_S64_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220325_A00605_0384_BHGHHGDSX3/220325_A00605_0384_BHGHHGDSX3/Sample_UF-3016-1148-0/UF-3016-1148-0_S64_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1149-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1149-0/UF-3016-1149-0_S84_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220218_A00181_0431_AHN33MDSX2/220218_A00181_0431_AHN33MDSX2/Sample_UF-3016-1149-0/UF-3016-1149-0_S84_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1150-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1150-0/UF-3016-1150-0_S1_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1150-0/UF-3016-1150-0_S1_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1151-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1151-0/UF-3016-1151-0_S23_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211210_A00605_0324_BHLGHJDSX2/211210_A00605_0324_BHLGHJDSX2/Sample_UF-3016-1151-0/UF-3016-1151-0_S23_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1152-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1152-0/UF-3016-1152-0_S63_L002_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220128_A00181_0416_BHN2WCDSX2/220128_A00181_0416_BHN2WCDSX2/Sample_UF-3016-1152-0/UF-3016-1152-0_S63_L002_R2_001.fastq.gz	reverse	Baseline
UF-3016-1154-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1154-0/UF-3016-1154-0_S1_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1154-0/UF-3016-1154-0_S1_L001_R2_001.fastq.gz	reverse	Baseline
UF-3016-1155-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1155-0/UF-3016-1155-0_S23_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1155-0/UF-3016-1155-0_S23_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1156-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1156-0/UF-3016-1156-0_S36_L003_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/220121_A00181_0412_AHNVKNDSX2/220121_A00181_0412_AHNVKNDSX2/Sample_UF-3016-1156-0/UF-3016-1156-0_S36_L003_R2_001.fastq.gz	reverse	Baseline
UF-3016-1157-0	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1157-0/UF-3016-1157-0_S33_L001_R1_001.fastq.gz	/proj/sens2022005/delivery05927/INBOX/UF-3016/211217_A00605_0328_AHLG2TDSX2/211217_A00605_0328_AHLG2TDSX2/Sample_UF-3016-1157-0/UF-3016-1157-0_S33_L001_R2_001.fastq.gz	reverse	Baseline
